text,label
Must Read: Reality check from EU chief negotiator about Brexit road ahead. Huge wake up call for ,FALSE
Poland; Saudi Arabia rolled out a red carpet for Trump. They didn't do that for Obama. Only 5 months in; countries ,FALSE
Time for leadership - calling all future leaders across UK; Ireland 15-16 Sept | Belfast ,FALSE
Alarm over revelation Northern Ireland jails temporarily release one killer every four days why send them to ,FALSE
Jeremy Corbyn 'very good friends' with preacher who compared gays to paedophiles Corbyn wears Gay ,TRUE
Turns out a Liberal Govt can have a rational discussion on clean energy. take note. ,FALSE
"Such a ban is another example of liberal wishy-washy thinking, preposte?",FALSE
"Another video of Justin Bieber spotted out in Sydney, Australia today. (July 5) ",FALSE
Can we talk about the fact Donald Trump and Rob Kardashian essentially tweeted the same thing today ,FALSE
teen sex ireland images ,FALSE
my soul mate needs 2 hurry up because a bitch has had enough ,FALSE
"""Beliefs rather than facts."" Blair then, Brexit now. ",FALSE
Yay for the gay!! ,FALSE
Some strong liberal voices to follow; ,FALSE
"Here it is! The is coming back in Sept, and tickets are FREE. Read about its exhibitors &amp; seminars?",FALSE
"""I\'m eighteen! Shut up and let me have fun!"" -Lewd RP -99% Gay trap -Cuter than you. -Artist: ",FALSE
"Ironically, it is the jingoism of the Brexit press that has super-charged the oncoming reckoning with ",FALSE
Theresa May promised Northern Ireland 1 billion. Now public opinion is turning against her cost-cutting policies ,FALSE
Today's devotional explores the duties of the early Priests and how that applies to us today. Read here ,FALSE
Lindsay Lohan Tells People to top Bullying?Donald Trump ,FALSE
Ireland is one of the rare European countries to have escaped the populist wave (via ) ,FALSE
"America: Happy Four- Malia Obama: ""It\'s my birthday"" ",FALSE
Ireland Go For Gold at World Rowing Cup in Lucerne ,FALSE
Big pharma using the courts to ensure HIV prevention drug remain prohibitively expensive for those who need it ,FALSE
I liked a video. Despacito - Luis Fonsi ft. Justin Bieber (Devienna ,FALSE
Jus got rich... took a rich nigga bitch oooooooo ,FALSE
The liberal media is spreading lies about conservatives in Missouri. It's literally fake news. WATCH: ,FALSE
justin bieber youre the only reason why i dont wanna live a lie ,FALSE
I'm not crowding my space w/ priests to make me feel secure because I'm raped. They simply have better issues than ,FALSE
News: will hit the road together with the great from Ireland this october/november!?,FALSE
"""Life Is Worth Living"" by Justin Bieber has just been certified Gold in the US, the 12th song from \'Purpose\' to rec?",FALSE
bitch BitCh bItcH ,TRUE
When exactly did Obama EVER trash Bush as DJT does ,FALSE
List of better candidates (partial): Biden Harris Franken Warren Kander Booker Murphy Newsom Obama Oprah Beyonc GaGa ,FALSE
BREXIT BACKLASH: 'Ambiguous' Corbyn told EU exit will be orse for HIM than Theresa May?and could SPLIT Labour ,FALSE
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper &amp; Lil Wayne) by DJ Khaled?",FALSE
hat matters now is not the skills you have but how you think.?,FALSE
"Police bust priest wild, drug-fueled gay orgy, and now the Pope is pissed ",FALSE
Just because you're a hundred doesn't make you intelligent quite the opposite?,FALSE
Bitch. WINNER - REALLY REALLY is now the most downloaded song by a boy group on Gaon this yr with over 900k ,FALSE
"Another video of Justin Bieber out in Sydney, Australia today. (July 6) ",FALSE
Big govt and Obama should be ur enemy.?,FALSE
Cladding tests offered to Northern Ireland's property owners ... - Belfast Telegraph ,FALSE
Leave the bitch at the party cause 9 times outta 10 the female you take home will be ,TRUE
Time spent talking about Obama and whether he hoked? 80 seconds Time spent talking about Putin and whether he deserves ,FALSE
Liberals In For A Rude Awakening: A Successful Donald Trump Presidency | ,FALSE
This veteran's message to Donald Trump telling him to resign today is going viral. ,FALSE
"By ""that one bitch"" do you mean the bitch from universe 6 ",TRUE
Anonymous gay hookups: ,FALSE
"Ren and Nora side-by-side, because I am trash.",TRUE
Hi I'm Kory and I'm over gay men. Bye. ,FALSE
Justin ,FALSE
"Priests not required to take a vow of poverty, depends on the order. Monks normally take poverty ",FALSE
We went from a super cool President Obama to this confused MORON who can't find his limo in front of him.,TRUE
Brilliant day at Parliament with lobbying MPs; Lords to give the creative industries a voice in Brexit ,FALSE
ohhhhhh bitch the ironyI had to bring this back for the culture,TRUE
Burnley have agreed a fee that could reach 3m for Stoke City Republic of Ireland forward Jon Walters. More: ,FALSE
Bitch I just need your mouth closed legs to divide then watch me kill that pussy kat like a big dog ,TRUE
tfw you're short and gay like everyone ,FALSE
"Wow...just, wow...Catholic Church: Women are to Blame for Pedophile Priests- Via - ",FALSE
Good to see Mark Latham on sky again.Sounds like Mark is more Liberal than the ,FALSE
"Trump's 1st Qtr. Salary to Go to Fix Antietam Battlefield // Thank you, Mr. President. ",FALSE
"Priests offer the Adhar Pana, a holy drink to Maa Subhadra in Puri ",FALSE
Liberals attacked after violent wrestling gif: 0 Liberals attacked after scary NRA ad: 0 Republicans shot by liberal in ,FALSE
That should be me Justin ,FALSE
"Who elected your liberal mayor, your liberal representatives, your liberal politicians? Please learn ",FALSE
Ireland has so many capable courses that we could have an Irish Open and a Northern Irish Open on the European tour ,FALSE
"Donald Trump on US election interference: ""It was Russia and I think it was probably others"" ",FALSE
Cycle path to the Alps. The lack of safe cycling paths and roads in Ireland is a disgrace. ,FALSE
"As I could, because I wanted to find my fucking dog. Like wtf am I supposed waste my time find cute ass pictures of her? No bitch, fuck ",TRUE
"And don't worry, you didn't do anything because everybody knows you voted?",FALSE
"For me, whom your brother May ill never earn, till Thou falle a milk-white steed, To come and gay, ",FALSE
"Beast, beast it Bite me, ride me Strike me, indict me Sniper, swiper, rapper, trapper I'm-lit, light-ning ",FALSE
press conference. liberal media are bad. no security guarantees to Poland. Poland buys US arms/gas. Poles r ,TRUE
Gender pay gap triples in Donald Trump's White House ,FALSE
Obama held a July Fourth party for military families every year Trump tweeted a CAMPAIGN song Then went ,FALSE
Miss Ireland Promo 2 Get it here: ,FALSE
That's pathetic! I better start watching my ,FALSE
Check out and Federation of pledge to athletes / artists. ,FALSE
BTS stands for Bitch There's ,FALSE
NBC News: Obama warned Trump that North Koreans were working on a long-range missile that could reach the U.S. ,FALSE
Not even sure where I fall now! Fiscally conservative Socially liberal Libertarianish. GOP spends mo?,FALSE
Northern Ireland reach Fifa ranking high ,FALSE
"my first for on 5 crucial american bands including , , &amp; more. ",FALSE
NEWS! Donald Trump arrives in Poland to begin search for next Eastern European wife ,FALSE
President Obama warned Trump that North Korea was working on an ICBM that could reach the U-S mainland. WATCH: ,FALSE
Idiot. The DUP did not get a penny. The people of N Ireland got the?,TRUE
"The Sooner the Licence fee is scrapped the better, They do nothing for the unity of our country. ",FALSE
trutherbotsilve: Science says liberals are psychotic: ,TRUE
"On 7pm, discussing CNN, Mrs A and Liberal unrest in Wentworth seat (ML speaking: Bellevue Hill Branch ",FALSE
"Terrifying incompetence from this Tory government, I wish I felt Labour would be better on Brexit, but I have no faith ",FALSE
bitch no send ,TRUE
is trending high! Top Trends every hour only ,FALSE
"Pharmacist Jobs in the Hull Area, United Kingdom - Ireland - ",FALSE
"See our latest and click to apply: Field Marketing Manager ?UK, Ireland; Africa - ",FALSE
"The Brexit vote sent the pound lower, making imports more expensive and pushing up inflation ",FALSE
love live is gay ,FALSE
It isn't possible to make this work on the border between R.Ireland and N.Ireland. The border goes through farms. ,FALSE
Basically a gathering of sniveling liberal ,FALSE
"nytimes ""Was Russia solely responsible for campaign meddling? ""Nobody really knows,"" Trump said. Live updates: ",FALSE
"Well that Katie Hopkins needs to get a fucking life, judging people like, what love you ain't fucking perfect ",TRUE
"Tinashe Answer: ""The Temple of God was then dedicated with great joy by the people of Israel, the priests, the Levites, and ",FALSE
It's called Obama ,FALSE
"More photos of Justin Bieber spotted out in Sydney, Australia today. (July 6) ",FALSE
im your gay ,FALSE
"""Liberal anti bullying groups have rounded on CNN !!"". No they havent, Im totally bullshitting ",FALSE
"Boris Johnson says Donald Trumps approach to politics ""has gripped the imagination of people around the world"". ",FALSE
More me and fuck you - nicely. Katie Hopkins calls CNN Clinton News Network ,TRUE
Guardian: Investigators are looking into whether pro-Trump websites coordinated w/ Russia over releasing fake news. ,FALSE
I hope they also realise that many priests only pretend to be religious to keep their cushioned job.â€?,FALSE
"Rundown Liberal Chicago is $14B in debt murder capital, but Rahm pays for ""Real Fake"" CRAP outside Trump Tower.",FALSE
"When Obama was President, the LOVED talking about stock market rallies! Now they barely mention new ",FALSE
"""so here I was ready for the comeback of One Direction but then that bitch Harry decided to do another world tour next ",TRUE
you love a female the right way she gone be the coldest bitch ,TRUE
"Felicity Wilson, Liberal MP for North Shore, admits she does not have double degree",FALSE
Am I the only one to notice that our liberal friends have been tweeting less since the Blashpemy Violence by Muslims,FALSE
"Brilliance. You heard it here first, ladies and gentlemen. Straight Until Proven Gay.",TRUE
This is why Obama and Hillary don't celebrate the 4th. ,FALSE
even APPARENTLY sincere MORTAL priests truly LETHAL ALL choose freely IMMORTAL high priest as Abraham did ask Godâ€?,FALSE
fuck model gay ,TRUE
mbbs: mx are so gay for each other me: same Omg rt rt not mbb: mx are so gay for each other me: wDYM ,TRUE
Robert Mueller's Suicide Squad of Lawyers Has Donald Trump Sounding Extremely Shook ,FALSE
Lord Jagannath being offered holy drink during Adhar Pana ritual in Puri ,FALSE
New single ,FALSE
"Barack Hussein Obama warns Americans about ""too much patriotism"" if this traitor should stay out of the country he hates ",FALSE
Guinness to start printing calories on cans ,FALSE
Donald Trump chants all day ,FALSE
You're all ,FALSE
"President Trump, in Poland, said ""nobody really knows"" if only Russia meddled in the U.S. election. Live coverage: ",FALSE
"BillMoyersHQ: can do more to reduce the gap btwn the rich and poor -- July 06, 2017 at ",FALSE
Your copy of The Agenda ! ,FALSE
What the voters failed to notice is that there is more than one elite. They have handed the country to a ,FALSE
Please join us in praying for our priests. Today we pray for Rev. Paul J. ,FALSE
Trump still obsessing about ,FALSE
"Letter of the decade on Brexit, only in ",FALSE
The latest The PCOS in Ireland Daily! Thanks to ,FALSE
"I said- You're neva, eva, eva gonna- Get my- Fake eye- Didn't I ",FALSE
HAPPY GAY PRIDE Photo by Israel Garcia ,FALSE
You're just another typical Looney Left disrespectful intolerant liberal ,FALSE
The NRA is now openly advertising itself as a right-wing paramilitary organization whose job is to intimidate and attack ,FALSE
Tell my ex that my new nigga get me wetter bitch - ,FALSE
"stereotypical gay man: flouncy, wears pink, camp, high pitched voice, overly flirtatious real gay man: a man who is ",FALSE
I invented the Donald Trump piata,FALSE
When we some taught OngNiel is dead but bitch they are making a comeback ,FALSE
"MSM won\'t show this but Brits are in the streets chanting, ""Donald Trump, We Love You, Britain First, Fighting Back"" ",FALSE
I WENT HOME EARLY BITCH U WAS SUPPOSED TO GET WORKING ON SHIT BUT THE ONLY SHIT I GOT DONE WAS REST AND DRINK WATER ,TRUE
Ireland might be big to us but we're only a small part of a big diverse population ,FALSE
When u use the flower filter to look innocent but Ur still a venomous lil bitch ,FALSE
Congratulations to the dedicated professionals of the USSS as they celebrate their 152nd anniversary. Thank you! ,FALSE
"don't play with me, play with yo ",FALSE
hair love life ,FALSE
"""guys just wanted to let you know if you didn\'t know I\'m Justin Bieber"" ",FALSE
Gay Porn Behind The Scenes Fucks Bareback MORE ,FALSE
South Australia has the most liberal access pathway for medical cannabis. This however is usurped by the TGA regs. States ,FALSE
Obama Letter to Trump via ,FALSE
A plea for interaction with other people from a man who called Brexit voters 'the lager louts of Europe' ,FALSE
"(5) More photos of Justin Bieber spotted out in Sydney, Australia today. (July 6) ",FALSE
Solution to the Turnbull vs Abbott impasse - for Liberal Party Leader f?,FALSE
This picture just called me an emo bitch in high school and then snapchatted me for nudes at 2 AM when we graduated ,TRUE
"Wow:""Compared with Trump 50 confirmed, nominees, Obama had 186, Bush II had 133, Clinton had 198; Bush I had 148"" ",FALSE
I liked a video Justin Bieber - Sorry (Latino Remix / Audio) ft. J ,FALSE
big-guy-stuff: stretchmine ,FALSE
Happythursday ,FALSE
can't wait to be the old gay aunt living on a boat in a harbor w 12 cats; 7 birds drawing gay erotica while listening ,FALSE
"PiS is getting priests to encourage parishers to go to Warsaw ""on free buses"" to see Trump speak ",FALSE
the liberal party are far left terrorist and threat to America. ,TRUE
"Post-industrial liberal democracy is fundamentally dysgenic, due to active redistribution to the botto?",TRUE
Bitch u dont even have a ,TRUE
"Most Catholics are disgusted ; ashamed about paedophile priests Most Muslims will deny, ignore or deflect the subject ",FALSE
"not neo liberal ofc, thats an evil commie slur used to oppress the poor ",FALSE
"- The is covering up Pedophile child abusing ""priests"". Awaken the world about the true nature of the ",TRUE
(Grio) Police raid drug-fueled ay orgy?at Vatican priest apt. ,FALSE
The collapse in UK car registrations in the most recent quarter suggests something is very wrong in Britain. ,FALSE
: Trump: US considering retty severe?action on North Korea WARSAW U.S. President Donald Trump ,FALSE
Learn to be a bitch sometimes. Not all the time you're ,TRUE
someone: you are such a bitch! me: ,TRUE
Large Ireland Map Image | Large Ireland Map HD Picture ,FALSE
Justin Bieber via Instagram ,FALSE
i'm that petty bitch that would still speak to u and i know u don't LIKE ME ,FALSE
Cancer patients in Ireland are paying up to ?3 a week in car parking charges to attend appointments in hospitals all over ,FALSE
"Given most of their coverage, it looks like it's the BBC themselves that don't want Brexit to actually happen. ",FALSE
"In El Fili, everything is either gay or bi Even Donya V Good ",FALSE
From cyber security expert to chef: the in-demand careers of the future ,FALSE
MY CONDOLENCES IF U LOST ME AND FOUND OUT U COULDN'T FIND A BITCH LIKE ME ,FALSE
CLICK HERE FULL VIDEO ,FALSE
: Trump savages US trade deals as 'most terrible in history' and warns: 'THAT WILL CHANGE' PRESIDENT ,FALSE
Absolutely. that it should be embraced. Different priests have different gifts - but?,FALSE
love u gay ,FALSE
THREE LIBERAL JUDGES PLAYING TAG FOOTBALL AT HARVARD! ,FALSE
Theresa May fights Camilla! Pippa puts a gypsy curse on Kate! Here's my review of last night's ,FALSE
sickest song don't me ,FALSE
Not possible': The EU just demolished key aim of Tory Brexit strategy ,FALSE
"!""Come here, where are you from?"" Donald Trump \'flirts\' with female reporter in Oval Office (WATCH VIDEO) ",FALSE
miss u big gay ,FALSE
"Jia Morado is really the best setter in the Philippines. I mean bitch, this girl chooses no first ball! ",FALSE
That guy scares me. What is his agenda and does he have liberal open minded values in his heart. H?,FALSE
EXO IS COMING BACK FOR REAL BXNNSJSJS BITCH I AM ALL READY TO SUPPORT MY ,FALSE
BOOOOOOOOOOOOOM Prez Trump ANNIHILATES Failed Obama Crooked Hillary on World Stage in ,FALSE
Fight for the soul of the Liberal Party hostage not a leader ,FALSE
The Obama sommelier ,FALSE
"BBC bosses defend not revealing Peter Capaldi replacement, saying that post-Brexit it just impossible to attract ",FALSE
Fans Mob Justin Bieber As He Steps Out Of Nando In Sydney ,FALSE
"""Babe she\'s just my frie.."" ""TELL THAT BITCH YOU ALREADY GOT A FRIEND"" ",FALSE
Happy Gay Vegan Day 2017!,FALSE
"One minute you nice,next minute you a ",TRUE
"Obama, Dems Ignoring - Working Around the U.S. RETWEET ",FALSE
Today's The Day by on Hits Camp Tunes ,FALSE
Sexy Guys,FALSE
cops bust drug-fueled gay orgy at home of missionaries ,FALSE
Brexit devaluation. End of story,FALSE
Novo Nordisk has confirmed certain pens distributed in Ireland have been affected ,FALSE
"Brexit negotiator in post-exit trade warning ?Sky News Business (SkyNewsBiz) July 6, ",FALSE
yes all ghosts are gay you ,TRUE
"Was Russia solely responsible for campaign meddling? ""Nobody really knows,"" Trump said. Live updates: ",FALSE
My primer was $40 bitch this face ain't moving an inch ,FALSE
Justin Bieber Battles Man Flu On Stage At BST Hyde Park 2017 | Contactmu.. Related Articles: ,FALSE
Justin Bieber's 2U is constantly plying on this music channel and I can't help it to squeal every time I spot Stella ooops ,FALSE
is frontrunner for ,FALSE
"There\'s: ""Hoe"" ""Slut"" ""Bitch"" ""Cunt"" ""Whore"" Abuse Sexual assault Dehumanization You get the idea. Y\'all treat like ",FALSE
I find the ranking of priests vs journalists particularly ironic here... ,FALSE
"Ray Kurzweil, talks to The Drum about brand trust, how AI can help advertisers; technology aiding human evolution?",FALSE
The man who won the Brexit referendum for Leave who now thinks it was a mistake ,FALSE
Donald Trump: Russia may have interfered with 2016 Presidential election ,FALSE
"Integration Architect, Dublin - ",FALSE
You can't take advantage of first class if you've only signed up to economy. Nor should you be able to. ,TRUE
Well said we can be incredibly selfish sometimes in Ireland. the EU has and continues to be good for ,FALSE
"Katie Hopkins (formerly Anthony): British actor/actress, most notably portraying Hannibal in ",FALSE
; bet you a heterosexual orgy in the vatican would see the priests get counseling and th?,FALSE
"(13) More photos of Justin Bieber spotted out in Sydney, Australia today. (July 6) ",FALSE
Thread from one of the wisest Twitter commentators on Brexit.,FALSE
Excellent. Well said. All credit to those who are constantly ,FALSE
"When priveleged white men have ideas; ""Let\'s give Muslim women freedom of choice, by not letting them choose""... o_O ",FALSE
a list of fandom things that make me uncomfortable: 1. omega verse/mpreg 2. gender swaps 3. y/n insert fics 4. 13 yr ,FALSE
We need to vett our Supreme Court and weed out the political Liberal ,TRUE
"Trump in Poland again blamed Obama for Russian hacking issues, ""why didn\'t he do something about it?"" DT, what are YOU ",FALSE
100 on my whrist 80 on me whrist lil pump never spend his Money on his ,FALSE
"South-Africa, - darling of the liberal world in 1994, - State Capture Report in 2 Minutes via ",FALSE
"Maybe he thinks this is really cool; 'liberal,' but stuff like this just reinforces notion of sexuality as a choice ",FALSE
When my bitch Candace hype me up I can't with her she does the ,FALSE
"He HATES Obama because he doesn't have the brains,the class,the intellect of Obama. ",TRUE
"Careful. He/she is *this* close to defending American values from you, ",TRUE
MARK LIVE ACCOUSTIC SINGING JUSTIN BIEBER LOVE YOURSELF,FALSE
Almost told her bitch your man is almost 50... They stopped me because ....... The age thing is a touchy issue in that ,FALSE
"""Donald Trump is a selfish man\'s president"" ",TRUE
WATCH: Former Labor leader Mark Latham says he's getting 'overwhelmed' with invitations to Liberal Party events. Live ,FALSE
Some in politics would rather see Brexit delivered even if it meant Britain failed. ,FALSE
Trent Partridge Trump: Russia 'and others' meddled in election ,FALSE
"""The man who led the drive to pull Britain out of the EU is admitting that it may well not work"" ",FALSE
"Also True, She Worked With Senator Lindsey Graham To Do It (More Bipartisan Evidence) ",FALSE
"LIVE NOW: Liberal members don't want Abbott to stop, while most ministers don't want him to stay. Is it time for a ",FALSE
"""Then gathered the chief priests and the Pharisees a council, and said, What do we? for this man doeth many miracles."" ~John ",FALSE
"The word "" bitch"" has no gender .... These niggas bitches too ",FALSE
Fired FBI Director Comey decided to bury 47 hard drives with PROOF of Obama's spying. Furious yet? Watch this: ,FALSE
is dying. The British public realise they ,FALSE
Trump's first mistake was bringing Obama with him on this trip.Badmouthing?,FALSE
police bust 'drug-fueled orgy' at top priest's apartment ,FALSE
Donald Trump to warn that future of west is in doubt in Warsaw speech ,FALSE
Bitch where? ,FALSE
Just in case you missed the 'Vote Leave Chief admits Brexit was an error' story... ,FALSE
Anytime a nigga in a pic with the bad bitch hand...just know he don't give two fucks,FALSE
Swim Ireland CEO Sarah Keane gets our Inspiring Girls In Sport Conference underway ,FALSE
"K-ELF , You will Destroy Super Junior !!!!! because you. fucking bitch ! ",TRUE
BITCH THE FUCK DID I DO TO ,TRUE
"Technically, does an orgy have a minimum number of participants? ",FALSE
High attendance at session with Joyce Epstein Aine Lynch from Ireland and Eileen Prior from ,FALSE
I think every belieber loves this about him! Justin ,FALSE
Five red hot American unk?bands you need to know including via ,FALSE
"President Donald Trump says the U.S. is working with Poland to address Russia\'s ""destabilising ",FALSE
Which are you in debate? HT ,FALSE
"*slides $20 to One more gay character I'm begging u, plz just confirm it - it can be anyone but it'll",FALSE
"Tomorrow, my Husband and I are heading off to beautiful Ireland for a well deserved holiday. However, there is no...",FALSE
His first mistake was bringing Obama with him on this trip.Badmouthing Obama may please his base here but Obama is,FALSE
Psst! I'm in the Republic of Ireland! The fact that you've screwed No?,FALSE
Indeed. The Mail/Sun/Star/Telegraph/Express to name but a few media outlets are vehemently anti Brexit.,FALSE
i need a FUCKING hug,FALSE
"(12) More photos of Justin Bieber spotted out in Sydney, Australia today. (July 6)",FALSE
Mor Justin Bieber Justin Bieber Justin ,FALSE
Male model murdered 'for being too good-looking'... ,FALSE
And yet there ARE ,FALSE
Irish building sites face more chaos as crane drivers vote to ramp up strikes ,FALSE
Trump meets Poland's Duda in Warsaw - U.S. President Donald Trump meets Polish President Andrzej Duda ahead of ... ,FALSE
bitch i hate when something happens and im CALM and then someone yells to me and i get so ,TRUE
"They will be more happy if China attacks India,defeat for Modi but victory for this liberal gang, why?",FALSE
"""Life Is Worth Living"" by Justin Bieber has just been certified Gold in the US, the 12th song from \'Purpose\' to receive ",FALSE
"Wonderful to hear Sharan Burrow, leader of the global trade union movement, address us here in Belfast, Ireland at the ",FALSE
It's nothing to do with Toby Emily it's to do with you and that bitch sending hate to ,FALSE
"""It is the end of CNN"" is exactly what Vince McMahon &amp; Donald Trump were planning 10 years ago when they made the ",FALSE
"Wearing make up does not make you gay. Make up is literally just a tool to dress up. Amazing, isn't ",FALSE
My fav made my Venmo balance $100 to say goodnight he's the best weak bitch ever. ,TRUE
Continuing good news: UK shrugged off with record in the first half of 2017 ,FALSE
PMD has become one of the region most influential medical device manufacturers ,FALSE
Do I think it's right to cheat? I plead the 5th. Such moral pontifications are best left to priests and politicians. I'm here to ,FALSE
Ah the priests in the Vatican must be opposing it too then ,FALSE
Yeah next thing you'll see is the president on a ,FALSE
"""We said Hi to Justin; he said \'Hey, what\'s up?\' We told him we loved his jumper he smiled at us!"" - fans who met ",FALSE
"So, this group can not self control, the cult has no internal sherif, there for the cult of the Roman Catholic... ",TRUE
Both and get their orders from China. Purchased at a Price ,FALSE
New Zealand MPs apologise for hurt caused by gay sex convictions ,FALSE
"Pray for Steve Scalise, he's back in the ICU. All because a liberal disagreed with his opinion. The left should be ",FALSE
"Katie Hopkins, who's wages you pay called for a 'final solution' in regard to Mus?",FALSE
Vatican police 'break up gay orgy at home of secretary of one of Pope Francis's key advisers' ,FALSE
Less of a meme. More me and f*ck you - nicely. Katie Hopkins calls CNN Clinton News Network ,FALSE
when will you accept you're part of the problem There are NO upsides to for bar ,FALSE
"Why was this same press not critical of Obama, who set up a culture of corruption in the ",FALSE
"Didn't expect this from Sushma Swaraj, one of the most liberal ministers in the NDA. ",FALSE
"WATCH: Uniting Ireland. Economically viable, or fiscal deal-breaker? - I spoke with Irish Republican MEP ",FALSE
Media spent more time looking for a Reddit user than it ever did finding the truth behind Obama's illegal cash ,FALSE
FEMALE PRIESTS ARE NOW IN DF GLOBAL And I really don't want to play DFO ,FALSE
Check out this job title at RSA Insurance Ireland.: I'm sure it's indury not inury ,FALSE
The arrogance and lack of respect for our system of governance that Obama is demonstratin?,TRUE
Vatican police 'break up gay orgy' at home of one of Pope Francis' advisors ,FALSE
The problem is that all of us (liberal and conservative) have been conditioned not to th?,FALSE
. purple dots on this map show where birds ringed in Britain Ireland have been found - isn't migration amazing? ,FALSE
Jesuit priests solve murders in the film adaptation of FH Batacan's Palanca-award winning novel | READ: ,FALSE
Girls with resting bitch face are lowkey the best to date. They only smile at you the rest of the time look like they ,FALSE
County Galway?one of Ireland most beautiful and popular areas. Discover what it has to offer ,FALSE
dont listen to them they're a little ,FALSE
New book reveals Massive Clinton/Obama cover-up ,FALSE
Obama Bundler Judge William Orrick Wrong on Sanctuary City Funding ,FALSE
And we look forward to you accepting the need for as turns out to be the disaster any ,FALSE
Pls play me Justin Bieber despacito please ,FALSE
"EU chief neg ""in classical negotiation \'no deal\' would mean stauts quo. In Brexit \'no deal\' means return to a ",FALSE
"What is Liam Fox smoking? Without the overt support of the Daily Mail, Telegraph, Sun and other rags, Brexit would?",FALSE
"Hearts in Ireland | Ian Cathro talks Perry Kitchen, midfield reinforcements Kyle Lafferty debut ",FALSE
You were never an atheist but confuse horny abnormal masturbator anti gay in denial ,TRUE
The whole speech made me cry. Obama didn't respect our Vets or any of our men and women in ,TRUE
But he had a go at Bad ,FALSE
i got so many groups i wanna stan espeCIALLY SEVENTEEN ,FALSE
"Vastly underreported for much too long: Persecution of gay men, LGBT+ people in Putin violates human rights ",FALSE
"The priesthood has, ironically, long been a sanctity for gay Catholics. Many gays became priests but?",FALSE
"Liberal dummy spitters can't get what they want so fuck everything and leave the country in shit, sick of these ass ",FALSE
Andrew Garfield Causes Twitter Frenzy After Claiming He Gay ,FALSE
"2. In Russia remarks, Trump appears angrier with Obama's response than Putin's meddling. hy did Obama do nothing about ",FALSE
"(10) More photos of Justin Bieber spotted out in Sydney, Australia today. (July 6) ",FALSE
"Without associates, Priests can celebrate 4-7 Masses per weekend. The Pope's instruction to prefer concelebration is ",FALSE
